,User-ID,ISBN,Book-Rating,Number of book ratings
44018,246311,0486268780,10,24
44027,248221,0486277852,10,17
44028,266226,0486277852,8,17
44048,93047,0486295559,9,22
44049,94985,0486295559,9,22
44062,72352,0505522764,10,5
44078,31556,0515087947,7,53
44082,55492,0515087947,9,53
44088,96448,0515087947,10,53
44089,104636,0515087947,9,53
44090,129074,0515087947,7,53
44095,161974,0515087947,5,53
44097,171118,0515087947,6,53
44100,227447,0515087947,10,53
44108,265115,0515087947,8,53
44109,273190,0515087947,9,53
44112,11676,0515110396,8,48
44113,29209,0515110396,5,48
44116,82511,0515110396,8,48
44124,127233,0515110396,10,48
44126,158295,0515110396,7,48
44128,163804,0515110396,7,48
44131,185634,0515110396,8,48
44139,232131,0515110396,8,48
44142,245827,0515110396,5,48
44147,267635,0515110396,8,48
44149,11676,0515115029,6,24
44160,135149,0515115029,8,24
44163,157273,0515115029,7,24
44169,11676,0515116475,4,28
44174,78973,0515116475,9,28
44176,93085,0515116475,8,28
44177,109955,0515116475,8,28
44178,130438,0515116475,7,28
44185,235105,0515116475,7,28
44189,15418,0515118907,8,18
44192,109955,0515118907,9,18
44193,132173,0515118907,7,18
44197,204591,0515118907,7,18
44198,220597,0515118907,4,18
44199,226965,0515118907,7,18
44204,234597,0515119415,9,8
44211,158295,051512012X,6,9
44212,184299,051512012X,6,9
44226,78973,0515120456,8,54
44227,80945,0515120456,7,54
44228,82407,0515120456,5,54
44231,100906,0515120456,8,54
44233,114988,0515120456,8,54
44237,141958,0515120456,8,54
44238,152186,0515120456,9,54
44242,182993,0515120456,7,54
44246,216466,0515120456,7,54
44250,252695,0515120456,7,54
44255,11676,0515122408,6,48
44256,26535,0515122408,5,48
44259,50730,0515122408,5,48
44261,75591,0515122408,7,48
44263,95991,0515122408,7,48
44268,159033,0515122408,8,48
44285,259260,0515122408,9,48
44288,11676,051512608X,7,129
44295,45557,051512608X,6,129
44300,61028,051512608X,8,129
44309,114368,051512608X,10,129
44311,123883,051512608X,5,129
44313,126693,051512608X,10,129
44339,207349,051512608X,9,129
44343,227520,051512608X,7,129
44357,264031,051512608X,8,129
44361,11676,0515126772,10,170
44363,13552,0515126772,8,170
44366,30276,0515126772,6,170
44371,40889,0515126772,10,170
44384,73651,0515126772,5,170
44389,91342,0515126772,8,170
44393,114368,0515126772,10,170
44395,123883,0515126772,5,170
44397,124487,0515126772,9,170
44398,125774,0515126772,8,170
44399,129358,0515126772,10,170
44410,153662,0515126772,9,170
44412,156467,0515126772,10,170
44427,194676,0515126772,8,170
44428,200226,0515126772,7,170
44431,208829,0515126772,8,170
44434,212965,0515126772,10,170
44440,227520,0515126772,10,170
44443,228764,0515126772,10,170
44444,229011,0515126772,6,170
44456,260944,0515126772,8,170
44457,266056,0515126772,8,170
44460,273113,0515126772,5,170
44469,158433,0515126985,10,17
44476,11676,0515127833,7,128
44480,30276,0515127833,7,128
44485,40889,0515127833,9,128
44486,48494,0515127833,10,128
44504,112001,0515127833,10,128
44507,125774,0515127833,8,128
44516,153662,0515127833,9,128
44517,158295,0515127833,6,128
44529,177690,0515127833,7,128
44533,184532,0515127833,6,128
44537,200226,0515127833,7,128
44542,227520,0515127833,8,128
44549,252695,0515127833,8,128
44550,254465,0515127833,10,128
44555,273113,0515127833,5,128
44562,158433,0515128023,10,24
44572,13552,0515128546,7,161
44573,19711,0515128546,5,161
44590,73651,0515128546,5,161
44595,91342,0515128546,7,161
44599,106007,0515128546,7,161
44602,114368,0515128546,10,161
44605,123883,0515128546,5,161
44607,124487,0515128546,9,161
44609,129358,0515128546,10,161
44619,153662,0515128546,9,161
44620,153718,0515128546,8,161
44621,156467,0515128546,10,161
44623,163804,0515128546,7,161
44624,163973,0515128546,6,161
44625,165308,0515128546,8,161
44627,167800,0515128546,9,161
44633,177374,0515128546,10,161
44639,200226,0515128546,8,161
44640,207349,0515128546,9,161
44644,212965,0515128546,10,161
44645,216683,0515128546,8,161
44648,227520,0515128546,9,161
44652,229011,0515128546,6,161
44654,238699,0515128546,5,161
44658,252695,0515128546,9,161
44661,258185,0515128546,9,161
44664,273113,0515128546,5,161
44669,100644,0515129704,6,12
44670,157247,0515129704,1,12
44671,158295,0515129704,5,12
44676,278418,0515130389,8,174
44684,16721,0515130389,5,174
44686,26516,0515130389,9,174
44694,40889,0515130389,8,174
44701,59172,0515130389,8,174
44706,73651,0515130389,5,174
44709,78553,0515130389,10,174
44712,85701,0515130389,5,174
44717,114368,0515130389,10,174
44720,123883,0515130389,5,174
44732,153662,0515130389,9,174
44734,163973,0515130389,6,174
44743,178667,0515130389,7,174
44748,189835,0515130389,5,174
44749,189973,0515130389,6,174
44754,200226,0515130389,7,174
44756,204591,0515130389,9,174
44762,226965,0515130389,8,174
44764,227520,0515130389,9,174
44775,264031,0515130389,10,174
44776,273979,0515130389,6,174
44787,278418,0515131229,8,258
44790,8245,0515131229,8,258
44791,9747,0515131229,10,258
44795,19842,0515131229,9,258
44803,35836,0515131229,1,258
44810,51450,0515131229,9,258
44811,52853,0515131229,7,258
44813,59172,0515131229,8,258
44817,69405,0515131229,8,258
44819,73651,0515131229,5,258
44825,98391,0515131229,9,258
44834,114368,0515131229,10,258
44838,123883,0515131229,5,258
44843,129084,0515131229,7,258
44852,139913,0515131229,10,258
44854,144531,0515131229,9,258
44858,153662,0515131229,10,258
44860,158295,0515131229,7,258
44868,177090,0515131229,10,258
44869,177374,0515131229,10,258
44870,178667,0515131229,5,258
44873,184532,0515131229,5,258
44876,189516,0515131229,10,258
44878,200226,0515131229,7,258
44884,216683,0515131229,8,258
44887,219683,0515131229,9,258
44888,220240,0515131229,8,258
44889,220597,0515131229,8,258
44890,225087,0515131229,7,258
44892,225996,0515131229,10,258
44894,227520,0515131229,9,258
44895,227836,0515131229,8,258
44897,228764,0515131229,10,258
44903,244685,0515131229,9,258
44904,247447,0515131229,8,258
44913,264082,0515131229,5,258
44919,273113,0515131229,5,258
44922,11676,0515132136,6,84
44939,142256,0515132136,7,84
44941,160401,0515132136,7,84
44946,184401,0515132136,6,84
44950,201969,0515132136,8,84
44952,217318,0515132136,5,84
44960,258534,0515132136,8,84
44961,265115,0515132136,9,84
44967,11676,0517577550,9,24
44968,16795,0517577550,8,24
44969,55492,0517577550,9,24
44976,141819,0517577550,8,24
44978,145449,0517577550,8,24
44981,210485,0517577550,8,24
44983,264321,0517577550,7,24
44987,30276,0517707918,5,38
44993,113519,0517707918,8,38
44994,125411,0517707918,5,38
44995,125519,0517707918,8,38
44996,127359,0517707918,5,38
44999,158606,0517707918,8,38
45000,175003,0517707918,10,38
45003,199772,0517707918,8,38
45010,278418,051788710X,4,6
45013,262902,051788710X,7,6
45022,37712,0525443959,8,5
45024,11676,0525460543,10,15
45028,147847,0525460543,9,15
45029,153662,0525460543,9,15
45030,185233,0525460543,5,15
45033,31826,0525941908,10,68
45035,35859,0525941908,1,68
45039,55892,0525941908,8,68
45042,110973,0525941908,8,68
45045,153662,0525941908,5,68
45046,158295,0525941908,5,68
45050,184299,0525941908,8,68
45051,185233,0525941908,5,68
45052,188171,0525941908,9,68
45053,210485,0525941908,6,68
45058,236283,0525941908,10,68
45060,254206,0525941908,8,68
45062,274061,0525941908,10,68
45072,199416,0525945415,5,14
45078,81771,0553055011,10,5
45084,81771,0553055046,10,6
45086,230522,0553055046,5,6
45095,35859,0553055208,8,6
45119,11676,0553096834,6,70
45130,157273,0553096834,9,70
45132,165308,0553096834,10,70
45135,203240,0553096834,9,70
45145,255218,0553096834,6,70
45156,98686,0553099558,7,74
45160,109955,0553099558,10,74
45162,117594,0553099558,10,74
45164,128085,0553099558,7,74
45168,138578,0553099558,9,74
45174,183995,0553099558,10,74
45181,238186,0553099558,10,74
45191,224525,0553100807,8,12
45194,256407,0553100807,10,12
45200,227520,0553103008,8,8
45206,130438,0553104225,7,22
45212,224764,0553104225,6,22
45215,278418,0553131834,9,6
45217,93629,0553131834,10,6
45218,126492,0553131834,10,6
45221,55178,0553156756,7,8
45229,119364,0553157213,5,10
45236,264321,0553157345,5,7
45237,278418,0553201344,3,5
45247,25131,0553208845,9,101
45250,43910,0553208845,10,101
45252,80683,0553208845,8,101
45254,87555,0553208845,10,101
45257,99441,0553208845,9,101
45261,137589,0553208845,9,101
45265,161041,0553208845,7,101
45267,169682,0553208845,9,101
45269,194600,0553208845,8,101
45270,201042,0553208845,7,101
45271,204864,0553208845,9,101
45274,224764,0553208845,10,101
45276,235282,0553208845,10,101
45277,243360,0553208845,7,101
45278,260183,0553208845,10,101
45280,268030,0553208845,9,101
45282,7346,0553210793,8,68
45283,11676,0553210793,7,68
45289,88122,0553210793,10,68
45292,106225,0553210793,8,68
45298,174304,0553210793,8,68
45299,183995,0553210793,8,68
45301,208406,0553210793,8,68
45307,231827,0553210793,10,68
45308,252820,0553210793,8,68
45310,255092,0553210793,10,68
45314,7346,0553211285,8,30
45317,95359,0553211285,10,30
45318,101876,0553211285,8,30
45319,107244,0553211285,10,30
45320,162639,0553211285,8,30
45323,209756,0553211285,10,30
45325,231827,0553211285,9,30
45326,235105,0553211285,10,30
45333,2891,0553211404,7,91
45339,36715,0553211404,9,91
45342,94347,0553211404,10,91
45344,100906,0553211404,10,91
45345,105937,0553211404,9,91
45347,110934,0553211404,8,91
45353,138543,0553211404,7,91
45354,147224,0553211404,10,91
45355,150896,0553211404,9,91
45358,171818,0553211404,9,91
45359,173415,0553211404,10,91
45360,198046,0553211404,7,91
45362,201526,0553211404,7,91
45366,216683,0553211404,8,91
45370,228021,0553211404,10,91
45371,230522,0553211404,9,91
45372,230699,0553211404,6,91
45373,234597,0553211404,10,91
45383,150896,055321277X,9,20
45385,209160,055321277X,7,20
45389,254899,055321277X,9,20
45390,275970,055321277X,7,20
45392,3363,0553213164,10,63
45401,69389,0553213164,8,63
45406,100906,0553213164,8,63
45407,104636,0553213164,9,63
45410,122716,0553213164,10,63
45412,125203,0553213164,9,63
45415,138543,0553213164,10,63
45418,153662,0553213164,10,63
45420,160558,0553213164,10,63
45423,184279,0553213164,7,63
45429,230522,0553213164,10,63
45432,247429,0553213164,10,63
45433,249862,0553213164,10,63
45434,263163,0553213164,8,63
45436,265591,0553213164,5,63
45439,16634,055321330X,8,43
45440,27472,055321330X,8,43
45444,88693,055321330X,9,43
45445,95359,055321330X,10,43
45447,129716,055321330X,10,43
45449,199025,055321330X,4,43
45450,211426,055321330X,8,43
45453,235105,055321330X,9,43
45454,260897,055321330X,3,43
45460,140358,0553213393,5,20
45463,184465,0553213393,9,20
45466,234597,0553213393,9,20
45467,243360,0553213393,8,20
45469,17507,0553237209,3,6
45491,220597,0553238000,6,32
45494,248718,0553238000,9,32
45514,107301,0553249479,5,9
45516,184532,0553249479,7,9
45530,2276,0553258311,6,9
45542,91113,0553264613,6,37
45543,91342,0553264613,7,37
45544,123883,0553264613,5,37
45556,273113,0553264613,5,37
45559,158295,0553268953,5,9
45564,245963,0553268953,8,9
45565,278418,0553271571,10,8
45572,7915,0553272535,8,181
45574,11676,0553272535,10,181
45575,24194,0553272535,6,181
45578,30533,0553272535,9,181
45585,52584,0553272535,8,181
45588,60244,0553272535,8,181
45591,75081,0553272535,10,181
45595,89602,0553272535,7,181
45598,93092,0553272535,10,181
45600,100906,0553272535,9,181
45601,104636,0553272535,10,181
45611,115490,0553272535,10,181
45614,125519,0553272535,10,181
45615,126697,0553272535,10,181
45622,148798,0553272535,10,181
45626,165758,0553272535,5,181
45627,174304,0553272535,9,181
45628,175052,0553272535,10,181
45636,207825,0553272535,10,181
45639,211847,0553272535,7,181
45641,220688,0553272535,10,181
45647,239584,0553272535,9,181
45649,245645,0553272535,9,181
45651,249791,0553272535,8,181
45652,249862,0553272535,10,181
45653,255489,0553272535,9,181
45655,267061,0553272535,8,181
45661,107301,0553274775,5,6
45667,7346,055327824X,8,23
45668,10314,055327824X,3,23
45670,32773,055327824X,9,23
45672,69078,055327824X,9,23
45673,93629,055327824X,9,23
45675,169699,055327824X,7,23
45676,222050,055327824X,10,23
45678,16795,0553278355,2,66
45683,43910,0553278355,10,66
45685,75591,0553278355,10,66
45691,127826,0553278355,7,66
45693,155014,0553278355,10,66
45695,168047,0553278355,10,66
45698,197775,0553278355,9,66
45699,200674,0553278355,9,66
45704,235282,0553278355,10,66
45710,21659,0553280414,4,99
45711,24194,0553280414,8,99
45713,38023,0553280414,9,99
45717,70666,0553280414,9,99
45719,81368,0553280414,7,99
45722,94347,0553280414,9,99
45723,100846,0553280414,8,99
45726,123883,0553280414,5,99
45728,125039,0553280414,8,99
45732,152645,0553280414,8,99
45734,153662,0553280414,10,99
45735,174304,0553280414,9,99
45740,207246,0553280414,9,99
45743,224138,0553280414,6,99
45744,229741,0553280414,8,99
45745,230699,0553280414,8,99
45750,241204,0553280414,8,99
45751,246000,0553280414,3,99
45753,250510,0553280414,7,99
45754,251422,0553280414,10,99
45756,278418,0553282700,5,13
45764,6323,0553284789,6,161
45765,7346,0553284789,6,161
45768,11676,0553284789,4,161
45772,26593,0553284789,10,161
45775,30735,0553284789,10,161
45779,37950,0553284789,9,161
45782,46398,0553284789,7,161
45789,69389,0553284789,8,161
45801,104636,0553284789,9,161
45804,107301,0553284789,7,161
45808,112026,0553284789,8,161
45813,130571,0553284789,8,161
45816,139913,0553284789,10,161
45817,141710,0553284789,8,161
45820,149908,0553284789,7,161
45824,156269,0553284789,8,161
45825,157273,0553284789,8,161
45828,162052,0553284789,10,161
45830,164323,0553284789,8,161
45836,172512,0553284789,9,161
45840,183995,0553284789,10,161
45843,191716,0553284789,9,161
45850,207499,0553284789,5,161
45852,208671,0553284789,7,161
45859,231210,0553284789,7,161
45863,238849,0553284789,8,161
45864,241666,0553284789,7,161
45867,258534,0553284789,9,161
45875,13552,0553289519,6,21
45877,52614,0553289519,10,21
45880,112001,0553289519,10,21
45881,114368,0553289519,5,21
45884,177090,0553289519,8,21
45893,21014,0553290614,6,14
45907,235105,055329122X,6,10
45909,274301,055329122X,10,10
45919,32721,055329170X,7,57
45928,95359,055329170X,6,57
45930,98686,055329170X,9,57
45936,126492,055329170X,7,57
45939,158295,055329170X,6,57
45942,197364,055329170X,7,57
45943,201969,055329170X,6,57
45945,236340,055329170X,9,57
45947,258534,055329170X,8,57
45949,274301,055329170X,9,57
45960,86145,0553293907,8,7
45966,102967,0553294989,5,5
45973,162052,0553297570,5,8
45974,197659,0553297570,5,8
45975,278418,0553297988,6,45
45976,11676,0553297988,8,45
45989,163319,0553297988,6,45
45990,169779,0553297988,9,45
45996,278418,0553299352,5,9
45998,230496,0553299352,7,9
46002,38273,0553542842,10,5
46003,147847,0553542842,5,5
46004,185233,0553542842,8,5
46024,163570,0553560271,8,56
46030,194676,0553560271,5,56
46033,225087,0553560271,8,56
46034,227705,0553560271,7,56
46058,248718,0553561375,7,28
46061,259380,0553561375,9,28
46070,11676,055356451X,9,170
46076,17859,055356451X,10,170
46078,26516,055356451X,9,170
46079,30972,055356451X,8,170
46093,78973,055356451X,7,170
46096,87712,055356451X,6,170
46097,93179,055356451X,10,170
46100,113270,055356451X,9,170
46106,126736,055356451X,4,170
46111,137688,055356451X,8,170
46114,152186,055356451X,8,170
46115,157247,055356451X,7,170
46116,158295,055356451X,7,170
46120,169699,055356451X,7,170
46123,173481,055356451X,8,170
46126,179718,055356451X,9,170
46132,190459,055356451X,6,170
46140,208568,055356451X,10,170
46142,225087,055356451X,10,170
46152,247752,055356451X,10,170
46153,251843,055356451X,10,170
46154,258185,055356451X,9,170
46155,278418,0553565605,3,5
46157,6543,055356773X,6,82
46159,11676,055356773X,6,82
46177,95359,055356773X,6,82
46193,190925,055356773X,7,82
46201,227447,055356773X,10,82
46203,228998,055356773X,7,82
46205,235105,055356773X,8,82
46206,242106,055356773X,10,82
46207,252695,055356773X,8,82
46209,259260,055356773X,9,82
46218,16795,0553568701,7,65
46219,19711,0553568701,7,65
46221,31315,0553568701,8,65
46225,52917,0553568701,6,65
46228,85656,0553568701,8,65
46239,155014,0553568701,8,65
46250,197364,0553568701,8,65
46252,203799,0553568701,7,65
46255,232131,0553568701,8,65
46256,233711,0553568701,9,65
46274,207825,0553568779,6,23
46278,11676,0553569082,8,43
46281,31315,0553569082,7,43
46288,123981,0553569082,8,43
46309,11676,055357227X,7,77
46313,31315,055357227X,9,77
46318,78973,055357227X,6,77
46320,98686,055357227X,9,77
46322,112914,055357227X,3,77
46324,123981,055357227X,9,77
46329,139913,055357227X,6,77
46335,173415,055357227X,8,77
46337,180651,055357227X,7,77
46347,236340,055357227X,9,77
46350,258534,055357227X,7,77
46356,11676,055357230X,7,98
46365,35859,055357230X,8,98
46366,39345,055357230X,7,98
46378,95316,055357230X,5,98
46379,95359,055357230X,6,98
46381,102647,055357230X,6,98
46382,104636,055357230X,8,98
46388,126492,055357230X,7,98
46391,163973,055357230X,9,98
46403,212923,055357230X,6,98
46408,235935,055357230X,9,98
46410,236340,055357230X,9,98
46411,245827,055357230X,5,98
46414,258534,055357230X,9,98
46420,11676,0553572512,7,63
46423,30810,0553572512,7,63
46429,128835,0553572512,5,63
46430,130571,0553572512,9,63
46436,163973,0553572512,9,63
46442,206534,0553572512,9,63
46450,248718,0553572512,9,63
46452,274301,0553572512,8,63
46455,8067,055357258X,10,70
46462,41781,055357258X,7,70
46468,83109,055357258X,8,70
46471,95359,055357258X,7,70
46472,99955,055357258X,7,70
46480,175052,055357258X,8,70
46485,211460,055357258X,10,70
46489,228998,055357258X,6,70
46491,241548,055357258X,9,70
46492,242106,055357258X,10,70
46494,253821,055357258X,6,70
46496,2033,0553573136,8,133
46502,15957,0553573136,8,133
46508,28619,0553573136,5,133
46511,33974,0553573136,8,133
46518,55734,0553573136,8,133
46520,59150,0553573136,7,133
46529,91832,0553573136,9,133
46530,95359,0553573136,6,133
46533,104657,0553573136,9,133
46534,105517,0553573136,8,133
46538,115490,0553573136,8,133
46540,117594,0553573136,10,133
46543,127200,0553573136,9,133
46545,131837,0553573136,8,133
46547,140358,0553573136,5,133
46560,197775,0553573136,8,133
46565,218608,0553573136,8,133
46572,261829,0553573136,8,133
46577,270820,0553573136,7,133
46578,271538,0553573136,8,133
46581,1733,0553574078,8,27
46584,77940,0553574078,8,27
46587,123883,0553574078,5,27
46589,125774,0553574078,7,27
46591,129465,0553574078,8,27
46593,153662,0553574078,9,27
46594,168245,0553574078,8,27
46597,248718,0553574078,7,27
46598,258185,0553574078,8,27
46602,14638,0553574752,8,44
46603,16155,0553574752,7,44
46606,35857,0553574752,8,44
46609,40889,0553574752,5,44
46611,54622,0553574752,7,44
46625,224525,0553574752,8,44
46637,114216,0553578375,8,11
46642,11676,0553580221,9,186
46645,19085,0553580221,8,186
46646,19711,0553580221,8,186
46647,27472,0553580221,8,186
46648,31826,0553580221,10,186
46659,62881,0553580221,6,186
46665,86145,0553580221,4,186
46672,109901,0553580221,9,186
46677,124363,0553580221,8,186
46685,156300,0553580221,10,186
46691,177458,0553580221,8,186
46701,201674,0553580221,8,186
46704,207782,0553580221,8,186
46706,216466,0553580221,8,186
46709,219683,0553580221,4,186
46719,241666,0553580221,6,186
46722,244627,0553580221,9,186
46724,246655,0553580221,9,186
46725,247129,0553580221,8,186
46729,268032,0553580221,7,186
46731,270820,0553580221,9,186
46750,119575,0553581023,5,60
46752,135149,0553581023,8,60
46755,146803,0553581023,9,60
46768,244420,0553581023,10,60
46774,269321,0553581023,8,60
46779,60707,0553582097,6,12
46780,110483,0553582097,9,12
46786,265115,0553582097,9,12
46806,91113,0553582658,8,90
46809,123883,0553582658,5,90
46814,134797,0553582658,8,90
46826,179718,0553582658,10,90
46834,244685,0553582658,9,90
46842,26544,0553583980,9,94
46845,50895,0553583980,7,94
46851,98391,0553583980,8,94
46855,123883,0553583980,5,94
46860,145619,0553583980,7,94
46864,154070,0553583980,5,94
46865,156467,0553583980,10,94
46892,273113,0553583980,5,94
46896,11676,0590010891,5,25
46903,96448,0590010891,6,25
46908,231857,0590010891,5,25
46912,69042,0590023101,10,17
46913,110214,0590023101,8,17
46914,124079,0590023101,5,17
46915,162052,0590023101,3,17
46920,230522,0590025627,10,11
46926,16795,0590037145,5,7
46927,185233,0590037145,5,7
46932,99955,0590134620,9,11
46938,141493,0590134701,8,15
46947,122429,0590222953,10,5
46950,11676,0590222961,10,15
46956,179978,0590222961,9,15
46958,197659,0590222961,8,15
46963,16795,0590224735,7,24
46965,84024,0590224735,8,24
46966,96448,0590224735,5,24
46986,31556,0590227157,7,7
46990,259901,0590227157,10,7
46995,99955,0590228625,8,14
46997,204864,0590228625,9,14
46999,223231,0590228625,7,14
47000,243700,0590228625,8,14
47002,95903,0590254693,8,6
47006,263163,0590254693,5,6
47008,35859,0590254960,8,6
47012,206074,0590259881,3,9
47014,271448,0590259881,10,9
47017,7346,059030271X,10,64
47018,14698,059030271X,8,64
47023,35859,059030271X,10,64
47026,92547,059030271X,9,64
47036,174140,059030271X,5,64
47040,179978,059030271X,8,64
47042,203240,059030271X,7,64
47045,237748,059030271X,9,64
47058,11676,0590332473,4,9
47060,70594,0590332473,7,9
47066,116599,0590335545,10,5
47075,40943,0590386158,5,8
47085,170742,0590386166,9,6
47104,36836,0590404008,9,24
47107,100906,0590404008,9,24
47112,165308,0590404008,5,24
47113,168464,0590404008,5,24
47119,6251,0590406205,10,31
47120,36606,0590406205,10,31
47132,269566,0590406205,8,31
47148,256167,0590411829,7,12
47149,278418,0590413848,9,8
47152,170634,0590413848,10,8
47160,250184,0590413864,10,5
47164,39773,0590414275,5,19
47168,122429,0590414275,10,19
47173,197659,0590414275,8,19
47187,182993,0590424041,6,10
47192,44296,0590425919,9,31
47193,64241,0590425919,8,31
47194,80683,0590425919,10,31
47198,123056,0590425919,8,31
47206,242073,0590425919,9,31
47209,261603,0590425919,5,31
47221,14638,0590431978,5,17
47225,127359,0590431978,6,17
47226,172512,0590431978,9,17
47235,219546,0590432788,8,12
47243,185233,0590433059,5,8
47250,205980,0590433458,6,10
47258,153662,0590434446,8,7
47281,96448,0590435086,5,11
47285,96448,0590435124,5,15
47295,96448,0590435132,5,18
47340,32122,0590438999,4,13
47343,96448,0590438999,5,13
47356,251394,0590439456,8,8
47361,17190,0590440691,10,7
47362,170513,0590440691,5,7
47363,197659,0590440691,8,7
47368,11676,0590442376,8,16
47379,238120,0590442376,6,16
47405,111578,0590442929,5,8
47408,185233,0590442929,5,8
47411,11676,0590445014,10,6
47422,36606,0590445774,10,6
47425,245827,0590445774,10,6
47455,31556,0590448293,5,7
47471,2110,0590448315,8,11
47478,2110,0590448323,8,11
47504,11676,0590453661,3,46
47522,207825,0590453661,5,46
47529,245827,0590453661,5,46
47535,2110,059045367X,8,69
47537,11676,059045367X,8,69
47548,119248,059045367X,8,69
47558,185233,059045367X,5,69
47600,123608,0590455702,7,5
47627,127359,0590457160,9,7
47630,259901,0590457160,10,7
47648,278418,0590466178,5,31
47681,119248,0590466186,8,37
47684,130554,0590466186,3,37
47696,245827,0590466186,5,37
47701,11676,0590469878,6,7
47702,122429,0590469878,5,7
47712,26593,059047071X,7,15
47717,99955,059047071X,7,15
47735,99955,0590472984,5,10
47746,32721,0590477331,9,23
47747,100906,0590477331,8,23
47749,153662,0590477331,5,23
47753,185233,0590477331,5,23
47754,185384,0590477331,8,23
47761,16795,0590477382,5,35
47772,119248,0590477382,8,35
47781,245827,0590477382,5,35
47808,96448,0590477447,9,26
47813,130554,0590477447,5,26
47830,185233,0590483404,5,25
47833,245827,0590483404,7,25
47841,130554,0590483447,4,25
47865,211344,0590483455,6,27
47869,245827,0590483455,5,27
47871,268932,0590483455,5,27
47878,123608,059048348X,8,32
47898,11676,0590483498,8,30
47916,47316,0590483501,6,26
47919,123608,0590483501,6,26
47923,185233,0590483501,5,26
47931,64241,0590483692,8,7
47936,31556,0590484125,7,20
47939,119364,0590484125,9,20
47941,122429,0590484125,10,20
47942,185233,0590484125,5,20
47944,201684,0590484125,8,20
47951,151503,0590484133,5,11
47957,104399,0590484192,10,5
47966,31556,059049418X,7,13
47972,245827,059049418X,5,13
47976,11676,0590494457,6,43
47982,47316,0590494457,6,43
47987,119248,0590494457,7,43
47988,123625,0590494457,7,43
47990,154992,0590494457,7,43
47994,185233,0590494457,5,43
48003,268932,0590494457,5,43
48006,11676,0590494465,10,35
48008,31556,0590494465,5,35
48011,62239,0590494465,8,35
48014,119248,0590494465,7,35
48020,211344,0590494465,6,35
48024,271195,0590494465,7,35
48029,110076,0590494473,6,24
48033,185233,0590494473,5,24
48043,11676,0590494503,9,39
48050,62239,0590494503,2,39
48054,96771,0590494503,8,39
48063,207782,0590494503,5,39
48084,35859,059050214X,8,18
48085,96448,059050214X,10,18
48086,99955,059050214X,9,18
48087,148744,059050214X,8,18
48088,153662,059050214X,9,18
48101,96771,0590568744,8,30
48105,126736,0590568744,6,30
48109,185233,0590568744,5,30
48115,11676,0590568752,8,27
48118,38273,0590568752,10,27
48132,31556,0590568760,4,16
48133,38273,0590568760,10,16
48152,146113,0590568795,5,37
48155,185233,0590568795,5,37
48162,8284,0590568817,9,18
48176,31556,0590568825,5,23
48177,62239,0590568825,10,23
48193,123608,0590568833,6,25
48208,16795,059056885X,5,22
48210,47316,059056885X,6,22
48225,126736,0590568884,6,12
48257,99955,0590624008,5,17
48266,2110,0590629786,10,37
48281,230708,0590629786,5,37
48290,2110,0590629808,10,25
48300,130554,0590629808,6,25
48320,268932,0590673181,5,9
48322,8284,059067319X,9,17
48346,62239,0590679872,6,10
48348,113955,0590679872,9,10
48350,185233,0590679872,5,10
48367,62239,0590846280,4,40
48373,116931,0590846280,7,40
48375,170513,0590846280,5,40
48379,203017,0590846280,10,40
48390,46443,0590847678,8,12
48400,150979,0590847686,10,8
48405,119248,0590847724,7,8
48431,46443,0590847759,8,8
48434,235105,0590847759,5,8
48437,99955,0590849050,7,5
48443,96448,0590880144,7,6
48447,119364,0590921584,9,5
48461,153662,0590926675,10,13
48476,119248,0590934899,7,11
48487,46443,0590944711,7,13
48496,149907,0590983253,5,7
48501,56447,0590996835,10,13
48519,197659,0590997297,5,16
48537,106988,0609600788,5,10
48541,11676,0609602330,7,21
48548,203799,0609602330,9,21
48550,206534,0609602330,9,21
48553,24921,0670241334,9,18
48555,35859,0670241334,10,18
48556,39773,0670241334,10,18
48557,40943,0670241334,10,18
48559,69078,0670241334,8,18
48562,166596,0670241334,8,18
48563,185233,0670241334,5,18
48568,11676,0670805149,7,75
48571,23872,0670805149,10,75
48577,61147,0670805149,9,75
48578,69721,0670805149,8,75
48582,94347,0670805149,8,75
48585,110973,0670805149,8,75
48588,128835,0670805149,9,75
48590,152435,0670805149,6,75
48592,198012,0670805149,10,75
48596,230522,0670805149,7,75
48600,250764,0670805149,8,75
48609,211919,0670843318,5,11
48613,11676,0670844527,8,65
48614,17950,0670844527,6,65
48616,25981,0670844527,10,65
48617,31315,0670844527,6,65
48620,55493,0670844527,9,65
48624,98686,0670844527,8,65
48625,100459,0670844527,8,65
48626,102359,0670844527,10,65
48629,111847,0670844527,10,65
48630,126492,0670844527,8,65
48633,140358,0670844527,5,65
48636,178667,0670844527,4,65
48637,184532,0670844527,10,65
48638,185233,0670844527,5,65
48639,189835,0670844527,5,65
48645,225087,0670844527,7,65
48647,236283,0670844527,10,65
48648,252820,0670844527,5,65
48652,11676,0670858382,7,8
48653,70666,0670858382,7,8
48661,30711,0671000314,8,66
48663,39281,0671000314,5,66
48673,163570,0671000314,10,66
48674,165319,0671000314,6,66
48700,141493,0671001809,10,39
48705,199515,0671001809,9,39
48713,11676,0671002481,5,90
48721,45557,0671002481,9,90
48730,80810,0671002481,7,90
48734,98904,0671002481,7,90
48740,115490,0671002481,9,90
48741,117251,0671002481,9,90
48743,128085,0671002481,7,90
48745,144555,0671002481,10,90
